Name;Median Household Income;90% CI Lower Bound;90% CI Upper Bound
Clinton County;51.221;48.021;54.421
Cole County;51.885;49.414;54.356
Cooper County;42.166;38.167;46.165
Crawford County;37.379;33.559;41.199
Dade County;37.173;33.467;40.879
Dallas County;34.987;31.647;38.327
Daviess County;41.610;37.721;45.499
DeKalb County;42.174;38.027;46.321
Dent County;34.411;31.191;37.631
Douglas County;31.805;28.879;34.731
Dunklin County;31.486;28.552;34.420
Franklin County;51.978;49.012;54.944
Gasconade County;44.065;40.063;48.067
Gentry County;39.444;35.477;43.411
Greene County;40.386;38.181;42.591
Grundy County;37.911;35.223;40.599
Harrison County;37.486;33.862;41.110
Henry County;39.232;35.888;42.576
Hickory County;33.707;31.034;36.380
Holt County;41.652;37.807;45.497
Howard County;44.188;40.541;47.835
Howell County;32.662;29.740;35.584
Iron County;33.091;30.077;36.105
Jackson County;46.185;44.327;48.043
Jasper County;40.047;37.105;42.989
Jefferson County;58.976;56.398;61.554
Johnson County;49.949;46.353;53.545
Knox County;37.581;33.930;41.232
Laclede County;36.895;33.174;40.616
Lafayette County;48.128;45.625;50.631
Lawrence County;39.908;36.266;43.550
Lewis County;41.891;37.732;46.050
Lincoln County;53.804;48.762;58.846
Linn County;37.597;33.953;41.241
Livingston County;47.937;45.371;50.503
McDonald County;34.863;31.372;38.354
Macon County;35.345;32.921;37.769
Madison County;35.363;31.962;38.764
Maries County;40.165;36.244;44.086
Marion County;42.088;38.514;45.662
Mercer County;38.023;34.145;41.901
Miller County;37.360;33.824;40.896
Mississippi County;30.661;27.905;33.417
Moniteau County;47.158;43.104;51.212
Monroe County;41.376;37.346;45.406
Montgomery County;42.105;37.888;46.322
Morgan County;36.867;33.271;40.463
New Madrid County;34.631;31.696;37.566
Newton County;45.448;43.333;47.563
Nodaway County;42.956;39.041;46.871
Oregon County;29.415;26.680;32.150
Osage County;51.958;47.327;56.589
Ozark County;31.025;27.818;34.232
Pemiscot County;32.120;29.736;34.504
Perry County;50.548;46.329;54.767
Pettis County;40.038;36.700;43.376
Phelps County;40.710;37.079;44.341
Pike County;44.408;41.629;47.187
Platte County;70.874;66.817;74.931
Polk County;38.344;35.629;41.059
Pulaski County;47.227;43.133;51.321
Putnam County;34.684;31.321;38.047
Ralls County;51.738;47.258;56.218
Randolph County;41.346;37.285;45.407
Ray County;51.986;47.565;56.407
Reynolds County;31.820;28.521;35.119
Ripley County;30.019;26.992;33.046
St. Charles County;74.220;71.273;77.167
St. Clair County;33.986;30.685;37.287
Ste. Genevieve County;46.874;42.875;50.873
St. Francois County;40.376;37.517;43.235
St. Louis County;60.093;58.388;61.798
Saline County;41.112;37.826;44.398
Schuyler County;34.644;31.400;37.888
Scotland County;38.281;34.415;42.147
Scott County;40.532;37.696;43.368
Shannon County;27.382;24.625;30.139
Shelby County;42.498;38.535;46.461
Stoddard County;38.329;35.068;41.590
Stone County;40.642;37.446;43.838
Sullivan County;36.642;33.409;39.875
Taney County;35.731;32.723;38.739
Texas County;33.755;30.359;37.151
Vernon County;40.267;37.762;42.772
Warren County;52.959;47.679;58.239
Washington County;34.581;31.699;37.463
Wayne County;30.721;28.071;33.371
Webster County;41.561;38.086;45.036
Worth County;38.802;34.794;42.810
Wright County;31.600;28.710;34.490
St. Louis city;35.681;34.114;37.248
Montana;46.608;45.512;47.704
Beaverhead County;41.602;37.403;45.801
Big Horn County;38.871;35.417;42.325
Blaine County;35.740;32.282;39.198
Broadwater County;49.758;46.801;52.715
Carbon County;47.520;44.049;50.991
Carter County;41.466;37.905;45.027
Cascade County;42.903;39.978;45.828
Chouteau County;41.004;37.134;44.874
Custer County;47.493;43.219;51.767
Daniels County;47.376;43.419;51.333
Dawson County;50.540;45.221;55.859
Deer Lodge County;38.178;34.414;41.942
Fallon County;59.102;52.837;65.367
Fergus County;42.915;38.699;47.131
Flathead County;47.351;44.368;50.334
Gallatin County;51.569;48.156;54.982
Garfield County;42.757;38.886;46.628
Glacier County;33.428;29.888;36.968
Golden Valley County;37.316;33.914;40.718
Granite County;47.902;45.442;50.362
Hill County;43.509;39.492;47.526
Jefferson County;61.575;56.236;66.914
Judith Basin County;43.272;39.001;47.543
Lake County;38.221;35.414;41.028
Lewis and Clark County;53.572;50.652;56.492
Liberty County;37.911;33.852;41.970
Lincoln County;36.734;33.206;40.262
McCone County;43.132;38.541;47.723
Madison County;41.539;37.353;45.725
Meagher County;36.903;33.317;40.489
Mineral County;36.449;32.519;40.379
Missoula County;44.716;41.213;48.219
Musselshell County;39.827;35.600;44.054
Park County;42.942;39.529;46.355
Petroleum County;35.092;31.354;38.830
Phillips County;41.595;37.194;45.996
Pondera County;39.292;35.392;43.192
Powder River County;44.644;39.843;49.445
Powell County;40.072;35.996;44.148
Prairie County;40.140;35.944;44.336
Ravalli County;42.902;38.826;46.978
Richland County;65.738;60.840;70.636
Roosevelt County;37.511;33.717;41.305
Rosebud County;50.751;45.884;55.618
Sanders County;32.815;30.681;34.949
Sheridan County;52.711;47.470;57.952
Silver Bow County;39.882;35.897;43.867
Stillwater County;60.812;55.017;66.607
Sweet Grass County;45.000;40.285;49.715
Teton County;46.208;42.550;49.866
Toole County;45.207;40.668;49.746
Treasure County;47.089;42.202;51.976
Valley County;46.328;41.730;50.926
Wheatland County;35.875;32.777;38.973
Wibaux County;43.859;39.109;48.609
Yellowstone County;51.653;49.278;54.028
Nebraska;52.803;52.139;53.467
Adams County;48.658;43.986;53.330
Antelope County;50.919;45.617;56.221
Arthur County;43.408;39.000;47.816
Banner County;48.990;43.705;54.275
Blaine County;38.228;34.391;42.065
Boone County;52.914;48.618;57.210
Box Butte County;55.465;49.960;60.970
Boyd County;39.964;35.813;44.115
Brown County;42.348;37.987;46.709
Buffalo County;51.550;47.940;55.160
Burt County;49.345;44.908;53.782
Butler County;54.240;49.736;58.744
Cass County;66.522;62.698;70.346
Cedar County;54.421;48.931;59.911
Chase County;52.749;47.269;58.229
Cherry County;43.564;39.175;47.953
Cheyenne County;55.964;50.515;61.413
Clay County;55.758;51.892;59.624
Colfax County;50.758;45.568;55.948
Cuming County;56.047;52.035;60.059
Custer County;45.644;41.510;49.778
Dakota County;50.289;47.228;53.350
Dawes County;40.667;36.666;44.668
Dawson County;47.366;43.394;51.338
Deuel County;44.109;39.430;48.788
Dixon County;52.601;47.962;57.240
Dodge County;50.043;46.679;53.407
Douglas County;52.842;51.128;54.556
Dundy County;45.624;40.835;50.413
Fillmore County;54.556;50.789;58.323
Franklin County;44.794;40.317;49.271
Frontier County;48.543;43.735;53.351
Furnas County;44.461;40.250;48.672
Gage County;50.861;48.018;53.704
Garden County;38.645;34.588;42.702
Garfield County;40.436;36.253;44.619
Gosper County;55.319;49.671;60.967
Grant County;47.537;42.525;52.549
Greeley County;43.858;39.657;48.059
Hall County;48.499;44.610;52.388
Hamilton County;62.191;56.657;67.725
Harlan County;46.744;42.067;51.421
Hayes County;48.856;43.592;54.120
Hitchcock County;40.496;36.479;44.513
Holt County;46.667;42.949;50.385
Hooker County;40.732;36.372;45.092
Howard County;51.040;45.694;56.386
Jefferson County;44.947;40.476;49.418
Johnson County;48.511;44.139;52.883
Kearney County;56.791;51.179;62.403
Keith County;45.192;40.685;49.699
Keya Paha County;41.138;36.737;45.539
Kimball County;45.771;41.357;50.185
Knox County;42.745;39.105;46.385
Lancaster County;52.011;50.517;53.505
Lincoln County;49.770;46.148;53.392
Logan County;50.761;45.517;56.005
Loup County;49.132;45.587;52.677
McPherson County;62.280;60.686;63.874
Madison County;51.836;48.754;54.918
Merrick County;50.893;46.325;55.461
Morrill County;46.961;42.273;51.649
Nance County;48.535;43.543;53.527
Nemaha County;49.162;44.049;54.275
Nuckolls County;43.249;39.069;47.429
Otoe County;51.527;47.209;55.845
Pawnee County;42.977;38.484;47.470
Perkins County;56.080;50.781;61.379
Phelps County;54.137;48.807;59.467
Pierce County;53.489;49.502;57.476
Platte County;61.768;57.764;65.772
Polk County;58.162;53.839;62.485
Red Willow County;43.842;39.607;48.077
Richardson County;44.282;39.970;48.594
Rock County;46.051;41.225;50.877
Saline County;51.805;47.049;56.561
Sarpy County;74.008;70.624;77.392
Saunders County;61.961;57.302;66.620
Scotts Bluff County;47.194;44.270;50.118
Seward County;61.802;57.051;66.553
Sheridan County;40.351;37.323;43.379
Sherman County;43.883;39.767;47.999
Sioux County;47.313;42.243;52.383
Stanton County;55.955;50.351;61.559
Thayer County;49.517;45.140;53.894
Thomas County;39.537;35.392;43.682
Thurston County;41.344;37.112;45.576
Valley County;44.726;40.368;49.084
Washington County;69.191;63.335;75.047
Wayne County;53.290;47.775;58.805
Webster County;40.979;36.730;45.228
Wheeler County;45.400;41.127;49.673
York County;51.335;49.041;53.629
Nevada;51.487;50.828;52.146
Churchill County;46.840;42.920;50.760
Clark County;51.241;50.479;52.003
Douglas County;60.322;55.650;64.994
Elko County;72.648;66.193;79.103
Esmeralda County;47.180;42.354;52.006
Eureka County;70.535;63.156;77.914
Humboldt County;67.423;60.900;73.946
Lander County;74.347;67.049;81.645
Lincoln County;45.629;40.757;50.501
Lyon County;48.576;45.024;52.128
Mineral County;40.714;36.477;44.951
Nye County;42.881;39.119;46.643
Pershing County;52.001;47.315;56.687
Storey County;55.291;49.695;60.887
Washoe County;52.862;51.049;54.675
White Pine County;57.243;52.763;61.723
Carson City;45.639;42.577;48.701
New Hampshire;66.469;65.316;67.622
Belknap County;59.831;55.591;64.071
Carroll County;57.556;54.609;60.503
Cheshire County;56.008;52.409;59.607
Coos County;42.491;39.026;45.956
Grafton County;56.353;52.081;60.625
Hillsborough County;71.233;69.594;72.872
Merrimack County;62.429;59.679;65.179
Rockingham County;79.653;76.874;82.432
Strafford County;58.577;54.563;62.591
Sullivan County;57.142;53.155;61.129
New Jersey;71.968;71.536;72.400
Atlantic County;54.208;51.707;56.709
Bergen County;84.309;81.445;87.173
Burlington County;80.479;78.678;82.280
Camden County;61.685;59.433;63.937
Cape May County;55.409;52.286;58.532
Cumberland County;45.438;43.079;47.797
Essex County;54.603;52.841;56.365
Gloucester County;78.983;76.838;81.128
Hudson County;57.720;55.552;59.888
Hunterdon County;103.876;98.740;109.012
Mercer County;73.750;70.588;76.912
Middlesex County;77.330;74.797;79.863
Monmouth County;87.220;83.462;90.978
Morris County;100.511;98.431;102.591
Ocean County;62.937;60.561;65.313
Passaic County;58.030;55.727;60.333
Salem County;56.645;51.844;61.446
Somerset County;100.194;97.196;103.192
Sussex County;82.048;77.755;86.341
Union County;68.172;65.147;71.197
Warren County;71.294;68.242;74.346
New Mexico;44.905;44.100;45.710
Bernalillo County;47.192;45.738;48.646
Catron County;33.256;30.201;36.311
Chaves County;38.403;35.372;41.434
Cibola County;35.081;31.785;38.377
Colfax County;37.156;33.232;41.080
Curry County;42.620;39.180;46.060
DeBaca County;33.789;30.168;37.410
Dona Ana County;38.974;36.619;41.329
Eddy County;57.007;54.384;59.630
Grant County;38.221;34.376;42.066
Guadalupe County;29.147;26.157;32.137
Harding County;40.380;36.057;44.703
Hidalgo County;34.304;30.639;37.969
Lea County;58.994;56.338;61.650
Lincoln County;39.995;35.718;44.272
Los Alamos County;108.477;98.987;117.967
Luna County;27.268;24.529;30.007
McKinley County;29.497;26.646;32.348
Mora County;27.627;25.220;30.034
Otero County;41.736;39.613;43.859
Quay County;29.069;25.991;32.147
Rio Arriba County;34.902;31.783;38.021
Roosevelt County;36.108;32.363;39.853
Sandoval County;56.142;52.420;59.864
San Juan County;47.520;44.016;51.024
San Miguel County;32.964;29.551;36.377
Santa Fe County;52.628;49.201;56.055
Sierra County;29.036;26.281;31.791
Socorro County;32.285;28.943;35.627
Taos County;36.125;33.314;38.936
Torrance County;37.311;34.078;40.544
Union County;36.684;32.844;40.524
Valencia County;40.591;36.885;44.297
New York;58.771;58.381;59.161
Albany County;60.371;58.483;62.259
Allegany County;42.655;39.932;45.378
Bronx County;33.687;32.142;35.232
Broome County;46.283;43.867;48.699
Cattaraugus County;43.892;41.239;46.545
Cayuga County;52.792;50.589;54.995
Chautauqua County;41.757;40.080;43.434
Chemung County;48.880;45.935;51.825
Chenango County;46.387;43.907;48.867
Clinton County;51.576;48.503;54.649
Columbia County;55.047;51.882;58.212
Cortland County;48.357;45.420;51.294
Delaware County;45.860;43.059;48.661
Dutchess County;70.925;68.920;72.930
Erie County;50.134;49.067;51.201
Essex County;50.182;46.667;53.697
Franklin County;45.704;42.313;49.095
Fulton County;45.409;43.347;47.471
Genesee County;52.410;48.850;55.970
Greene County;52.597;48.984;56.210
Hamilton County;49.137;44.845;53.429
Herkimer County;44.148;40.974;47.322
Jefferson County;49.781;47.219;52.343
Kings County;47.547;46.539;48.555
Lewis County;47.542;43.669;51.415
Livingston County;49.920;46.553;53.287
Madison County;51.600;48.543;54.657
Monroe County;51.371;50.069;52.673
Montgomery County;40.923;37.323;44.523
Nassau County;98.312;96.214;100.410
New York County;75.459;73.761;77.157
Niagara County;49.274;46.704;51.844
Oneida County;48.350;46.468;50.232
Onondaga County;52.892;51.203;54.581
Ontario County;58.473;54.671;62.275
Orange County;69.228;66.452;72.004
Orleans County;46.577;42.683;50.471
Oswego County;46.926;43.770;50.082
Otsego County;43.104;40.662;45.546
Putnam County;94.334;88.232;100.436
Queens County;56.866;55.895;57.837
Rensselaer County;59.925;56.685;63.165
Richmond County;70.299;67.681;72.917
Rockland County;83.162;79.386;86.938
St. Lawrence County;43.518;40.977;46.059
Saratoga County;71.885;68.553;75.217
Schenectady County;56.508;53.139;59.877
Schoharie County;48.718;44.718;52.718
Schuyler County;48.135;45.143;51.127
Seneca County;49.809;46.558;53.060
Steuben County;46.849;44.870;48.828
Suffolk County;85.886;84.345;87.427
Sullivan County;48.908;44.979;52.837
Tioga County;52.195;47.883;56.507
Tompkins County;51.880;47.810;55.950
Ulster County;56.718;53.116;60.320
Warren County;54.585;51.219;57.951
Washington County;47.547;43.780;51.314
Wayne County;49.191;45.295;53.087
Westchester County;83.152;80.782;85.522
Wyoming County;53.783;50.978;56.588
Yates County;48.368;44.676;52.060
North Carolina;46.596;46.219;46.973
Alamance County;41.296;38.639;43.953
Alexander County;43.043;38.899;47.187
Alleghany County;35.266;31.676;38.856
Anson County;32.508;29.368;35.648
Ashe County;36.488;33.079;39.897
Avery County;37.131;33.631;40.631
Beaufort County;40.357;37.640;43.074
Bertie County;31.217;28.166;34.268
Bladen County;33.521;30.324;36.718
Brunswick County;47.387;44.564;50.210
Buncombe County;47.296;45.412;49.180
Burke County;39.275;35.978;42.572
Cabarrus County;55.250;52.170;58.330
Caldwell County;38.653;35.764;41.542
Camden County;61.730;56.667;66.793
Carteret County;48.824;45.984;51.664
Caswell County;42.730;39.100;46.360
Catawba County;45.080;42.599;47.561
Chatham County;56.797;52.366;61.228
Cherokee County;34.620;31.379;37.861
Chowan County;38.887;34.905;42.869
Clay County;37.072;33.355;40.789
Cleveland County;39.444;36.056;42.832
Columbus County;34.321;32.791;35.851
Craven County;43.972;41.450;46.494
Cumberland County;42.582;41.154;44.010
Currituck County;58.024;52.281;63.767
Dare County;54.642;51.682;57.602
Davidson County;43.346;40.563;46.129
Davie County;47.592;44.057;51.127
Duplin County;34.109;31.308;36.910
Durham County;50.745;48.979;52.511
Edgecombe County;31.615;29.616;33.614
Forsyth County;45.944;43.656;48.232
Franklin County;48.166;45.538;50.794
Gaston County;42.056;39.712;44.400
Gates County;48.413;44.231;52.595
Graham County;33.824;30.489;37.159
Granville County;49.342;45.596;53.088
Greene County;37.263;33.969;40.557
Guilford County;44.828;42.750;46.906
Halifax County;31.674;29.416;33.932
Harnett County;45.380;42.124;48.636
Haywood County;42.812;39.260;46.364
Henderson County;47.286;44.042;50.530
Hertford County;30.056;28.091;32.021
Hoke County;44.175;40.393;47.957
Hyde County;36.891;33.021;40.761
Iredell County;54.026;51.386;56.666
Jackson County;38.130;34.626;41.634
Johnston County;50.055;47.061;53.049
Jones County;38.928;34.795;43.061
Lee County;46.073;42.371;49.775
Lenoir County;35.991;32.967;39.015
Lincoln County;49.676;46.438;52.914
McDowell County;37.881;34.526;41.236
Macon County;37.884;34.261;41.507
Madison County;38.445;34.901;41.989
Martin County;35.930;32.415;39.445
Mecklenburg County;59.049;56.986;61.112
Mitchell County;36.795;33.283;40.307
Montgomery County;38.530;34.850;42.210
Moore County;51.650;47.826;55.474
Nash County;43.348;40.519;46.177
New Hanover County;49.905;46.982;52.828
Northampton County;32.063;29.448;34.678
Onslow County;47.201;44.380;50.022
Orange County;60.304;55.834;64.774
Pamlico County;43.097;38.669;47.525
Pasquotank County;44.596;42.626;46.566
Pender County;45.453;41.279;49.627
Perquimans County;41.328;37.020;45.636
Person County;45.841;42.582;49.100
Pitt County;41.765;39.901;43.629
Polk County;45.464;41.549;49.379
Randolph County;41.770;39.389;44.151
Richmond County;34.665;32.177;37.153
Robeson County;30.414;28.864;31.964
Rockingham County;39.606;36.761;42.451
Rowan County;44.973;42.395;47.551
Rutherford County;35.629;32.789;38.469
Sampson County;33.876;31.361;36.391
Scotland County;32.782;30.377;35.187
Stanly County;41.921;39.077;44.765
Stokes County;45.065;41.067;49.063
Surry County;37.915;34.872;40.958
Swain County;34.788;32.430;37.146
Transylvania County;44.490;40.793;48.187
Tyrrell County;32.773;29.242;36.304
Union County;64.381;60.573;68.189
Vance County;33.609;30.454;36.764
Wake County;66.950;64.949;68.951
Warren County;33.869;30.538;37.200
Washington County;32.867;29.524;36.210
Watauga County;41.942;39.216;44.668
Wayne County;36.890;34.952;38.828
Wilkes County;33.398;30.950;35.846
Wilson County;39.268;36.782;41.754
Yadkin County;40.801;36.771;44.831
Yancey County;35.974;32.449;39.499
North Dakota;60.227;58.786;61.668
Adams County;45.710;41.251;50.169
Barnes County;52.376;47.910;56.842
Benson County;39.342;35.602;43.082
Billings County;75.096;67.057;83.135
Bottineau County;56.965;51.366;62.564
Bowman County;60.946;54.675;67.217
Burke County;62.875;56.539;69.211
Burleigh County;66.734;62.046;71.422
Cass County;53.755;50.857;56.653
Cavalier County;54.057;48.678;59.436
Dickey County;51.817;46.762;56.872
Divide County;67.344;60.037;74.651
Dunn County;72.018;64.433;79.603
Eddy County;47.596;44.149;51.043
Emmons County;44.282;41.034;47.530
Foster County;54.593;49.600;59.586
Golden Valley County;53.420;47.836;59.004
Grand Forks County;50.435;46.810;54.060
Grant County;39.679;36.029;43.329
Griggs County;51.192;46.333;56.051
Hettinger County;50.038;46.119;53.957
Kidder County;46.923;42.766;51.080
LaMoure County;53.721;48.285;59.157
Logan County;44.696;40.292;49.100
McHenry County;48.887;44.027;53.747
McIntosh County;40.258;36.326;44.190
McKenzie County;81.209;73.397;89.021
McLean County;56.616;51.868;61.364
Mercer County;74.047;67.748;80.346
Morton County;54.637;50.342;58.932
Mountrail County;66.807;61.034;72.580
Nelson County;45.040;40.359;49.721
Oliver County;62.010;55.586;68.434
Pembina County;56.298;50.828;61.768
Pierce County;39.572;36.455;42.689
Ramsey County;51.097;46.064;56.130
Ransom County;56.270;51.514;61.026
Renville County;60.957;54.930;66.984
Richland County;57.177;52.344;62.010
Rolette County;35.630;32.121;39.139
Sargent County;58.467;52.686;64.248
Sheridan County;44.990;41.395;48.585
Sioux County;33.950;30.830;37.070
Slope County;55.664;49.704;61.624
Stark County;76.672;72.717;80.627
Steele County;59.408;53.884;64.932
Stutsman County;53.333;49.292;57.374
Towner County;51.961;46.472;57.450
Traill County;58.995;53.407;64.583
Walsh County;51.754;47.888;55.620
Ward County;62.526;58.538;66.514
Wells County;51.470;46.514;56.426
Williams County;86.354;77.983;94.725
Ohio;49.349;48.991;49.707
Adams County;34.116;30.797;37.435
Allen County;43.602;40.496;46.708
Ashland County;47.369;43.448;51.290
Ashtabula County;39.757;37.438;42.076
Athens County;34.216;31.295;37.137
Auglaize County;52.650;48.994;56.306
Belmont County;41.983;39.183;44.783
Brown County;46.484;42.621;50.347
Butler County;58.558;56.387;60.729
Carroll County;46.177;42.190;50.164
Champaign County;50.302;46.824;53.780
Clark County;42.029;40.654;43.404
Clermont County;62.158;59.815;64.501
Clinton County;49.453;46.435;52.471
Columbiana County;42.645;39.945;45.345
Coshocton County;41.547;38.000;45.094
Crawford County;39.881;37.045;42.717
Cuyahoga County;44.138;43.126;45.150
Darke County;46.610;42.643;50.577
Defiance County;53.026;50.522;55.530
Delaware County;97.802;93.402;102.202
Erie County;49.234;45.574;52.894
Fairfield County;59.921;56.810;63.032
Fayette County;44.947;41.807;48.087
Franklin County;53.164;52.013;54.315
Fulton County;54.666;51.151;58.181
Gallia County;36.675;32.831;40.519
Geauga County;72.264;69.763;74.765
Greene County;59.382;55.599;63.165
Guernsey County;41.940;38.916;44.964
Hamilton County;48.973;47.350;50.596
Hancock County;51.498;49.206;53.790
Hardin County;45.195;42.552;47.838
Harrison County;42.582;39.471;45.693
Henry County;53.645;49.637;57.653
Highland County;41.611;38.664;44.558
Hocking County;42.374;38.628;46.120
Holmes County;50.069;46.166;53.972
Huron County;47.824;45.583;50.065
Jackson County;41.161;37.601;44.721
Jefferson County;40.148;37.046;43.250
Knox County;46.908;44.912;48.904
Lake County;58.697;56.068;61.326
Lawrence County;41.608;38.628;44.588
Licking County;57.308;54.344;60.272
Logan County;50.753;47.703;53.803
Lorain County;52.331;50.347;54.315
Lucas County;42.344;40.976;43.712
Madison County;52.996;49.726;56.266
Mahoning County;41.316;39.876;42.756
Marion County;42.240;38.718;45.762
Medina County;68.405;65.193;71.617
Meigs County;38.081;35.752;40.410
Mercer County;52.606;48.870;56.342
Miami County;51.868;48.940;54.796
Monroe County;40.646;37.660;43.632
Montgomery County;42.994;41.511;44.477
Morgan County;37.923;34.220;41.626
Morrow County;49.846;45.110;54.582
Muskingum County;41.814;38.712;44.916
Noble County;43.953;39.406;48.500
Ottawa County;50.345;47.300;53.390
Paulding County;47.358;43.167;51.549
Perry County;43.341;40.474;46.208
Pickaway County;54.868;50.075;59.661
Pike County;40.512;36.624;44.400
Portage County;52.047;49.098;54.996
Preble County;49.516;46.338;52.694
Putnam County;56.519;52.704;60.334
Richland County;41.948;39.834;44.062
Ross County;42.466;39.405;45.527
Sandusky County;46.447;42.882;50.012
Scioto County;37.625;35.084;40.166
Seneca County;45.003;41.939;48.067
Shelby County;50.774;47.361;54.187
Stark County;47.745;46.281;49.209
Summit County;50.453;49.058;51.848
Trumbull County;43.160;41.326;44.994
Tuscarawas County;46.128;43.733;48.523
Union County;69.900;63.580;76.220
Van Wert County;49.565;45.344;53.786
Vinton County;37.633;34.804;40.462
Warren County;72.973;69.386;76.560
Washington County;45.048;41.445;48.651
Wayne County;50.106;47.191;53.021
Williams County;42.214;39.521;44.907
Wood County;54.996;52.010;57.982
Wyandot County;47.905;44.058;51.752
Oklahoma;47.524;47.077;47.971
Adair County;31.386;28.494;34.278
Alfalfa County;51.885;46.933;56.837
Atoka County;35.910;33.080;38.740
Beaver County;56.664;51.047;62.281
Beckham County;46.625;42.820;50.430
Blaine County;44.309;40.150;48.468
Bryan County;38.187;35.682;40.692
Caddo County;39.933;37.483;42.383
Canadian County;68.421;65.767;71.075
Carter County;44.402;41.250;47.554
Cherokee County;38.027;35.378;40.676
Choctaw County;29.652;26.956;32.348
Cimarron County;41.800;37.823;45.777
Cleveland County;58.205;55.220;61.190
Coal County;36.566;32.961;40.171
Comanche County;46.071;42.938;49.204
Cotton County;41.469;37.493;45.445
Craig County;36.953;33.534;40.372
Creek County;46.614;43.533;49.695
Custer County;45.574;40.936;50.212
Delaware County;36.424;33.344;39.504
Dewey County;50.348;46.166;54.530
Ellis County;52.032;48.769;55.295
Garfield County;49.136;46.412;51.860
Garvin County;40.774;37.646;43.902
Grady County;51.199;48.203;54.195
Grant County;49.774;45.148;54.400
Greer County;34.872;31.413;38.331
Harmon County;33.750;30.662;36.838
Harper County;49.204;44.061;54.347
Haskell County;35.313;31.800;38.826
Hughes County;34.837;32.501;37.173
Jackson County;41.370;37.272;45.468
Jefferson County;32.645;29.543;35.747
Johnston County;35.977;33.089;38.865
Kay County;41.514;38.975;44.053
Kingfisher County;59.525;53.848;65.202
Kiowa County;36.699;33.461;39.937
Latimer County;35.522;32.126;38.918
Le Flore County;36.627;34.340;38.914
Lincoln County;46.083;43.344;48.822
Logan County;55.602;50.843;60.361
Love County;52.662;49.777;55.547
McClain County;58.392;53.275;63.509
McCurtain County;34.964;33.066;36.862
McIntosh County;33.450;30.457;36.443
Major County;54.107;49.086;59.128
Marshall County;38.517;35.108;41.926
Mayes County;41.806;39.576;44.036
Murray County;43.783;39.572;47.994
Muskogee County;41.015;38.313;43.717
Noble County;46.874;42.475;51.273
Nowata County;39.706;35.928;43.484
Okfuskee County;34.172;30.743;37.601
Oklahoma County;48.226;46.757;49.695
Okmulgee County;38.183;35.345;41.021
Osage County;48.014;43.965;52.063
Ottawa County;35.580;33.339;37.821
Pawnee County;43.476;40.491;46.461
Payne County;41.037;37.589;44.485
Pittsburg County;39.900;36.522;43.278
Pontotoc County;41.423;38.290;44.556
Pottawatomie County;45.710;43.044;48.376
Pushmataha County;32.215;29.367;35.063
Roger Mills County;56.139;50.277;62.001
Rogers County;56.465;53.845;59.085
Seminole County;35.964;33.793;38.135
Sequoyah County;35.592;32.158;39.026
Stephens County;42.967;39.733;46.201
Texas County;49.780;45.360;54.200
Tillman County;35.274;31.520;39.028
Tulsa County;50.507;49.556;51.458
Wagoner County;58.921;56.180;61.662
Washington County;49.056;45.937;52.175
Washita County;47.391;42.765;52.017
Woods County;48.831;43.934;53.728
Woodward County;56.067;50.406;61.728
Oregon;51.088;50.607;51.569
Baker County;38.966;35.475;42.457
Benton County;54.089;49.559;58.619
Clackamas County;65.555;62.792;68.318
Clatsop County;45.132;41.123;49.141
Columbia County;57.517;52.697;62.337
Coos County;39.956;37.328;42.584
Crook County;38.155;34.688;41.622
Curry County;40.524;37.448;43.600
Deschutes County;52.387;49.264;55.510
Douglas County;41.504;39.033;43.975
Gilliam County;51.978;46.849;57.107
Grant County;41.304;37.034;45.574
Harney County;36.340;32.642;40.038
Hood River County;54.063;49.516;58.610
Jackson County;44.835;42.373;47.297
Jefferson County;42.753;39.284;46.222
Josephine County;37.230;34.074;40.386
Klamath County;39.234;36.331;42.137
Lake County;40.328;36.280;44.376
Lane County;44.976;42.967;46.985
Lincoln County;40.226;37.101;43.351
Linn County;44.358;41.159;47.557
Malheur County;35.094;31.618;38.570
Marion County;48.554;46.347;50.761
Morrow County;51.839;46.569;57.109
Multnomah County;53.519;51.700;55.338
Polk County;52.626;49.042;56.210
Sherman County;53.277;47.661;58.893
Tillamook County;41.662;38.375;44.949
Umatilla County;44.780;41.922;47.638
Union County;44.841;41.885;47.797
Wallowa County;39.743;35.852;43.634
Wasco County;44.010;39.913;48.107
Washington County;66.315;63.653;68.977
Wheeler County;33.387;29.800;36.974
Yamhill County;52.903;49.406;56.400
Pennsylvania;53.224;52.810;53.638
Adams County;60.179;57.548;62.810
Allegheny County;52.385;51.464;53.306
Armstrong County;44.326;41.339;47.313
Beaver County;51.041;49.668;52.414
Bedford County;46.890;44.114;49.666
Berks County;55.936;54.275;57.597
Blair County;43.343;40.351;46.335
Bradford County;47.242;44.251;50.233
Bucks County;77.823;75.700;79.946
Butler County;60.851;58.263;63.439
Cambria County;42.703;40.880;44.526
Cameron County;40.257;36.456;44.058
Carbon County;49.252;46.955;51.549
Centre County;51.573;49.093;54.053
Chester County;85.613;82.405;88.821
Clarion County;43.202;40.903;45.501
Clearfield County;40.230;37.697;42.763
Clinton County;44.224;40.935;47.513
Columbia County;46.938;43.765;50.111
Crawford County;43.969;41.530;46.408
Cumberland County;62.692;60.293;65.091
Dauphin County;52.967;50.618;55.316
Delaware County;62.867;60.255;65.479
Elk County;46.965;44.206;49.724
